CMS Certification Number (CCN);Facility Name;Address Line 1;Address Line 2;City;State;Zip Code;County Name;CMS Region;Measure Code;Score;Footnote;Start Date;End Date
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_017_01_PPR_PD_RSRR_2_5;11.15;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_017_01_PPR_PD_RSRR_97_5;17.92;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_017_01_PPR_PD_VOLUME;164;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_NUMBER;29;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_OBS_RATE;16.38;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_RS_RATE;18.51;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_RS_RATE_2_5;13.46;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_RS_RATE_97_5;24.45;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_018_02_DTC_VOLUME;177;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_019_01_MSPB_NUMB;155;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_019_01_MSPB_SCORE;1.14;;10/01/2017;09/30/2019
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_020_01_DENOMINATOR;204;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_020_01_NUMERATOR;196;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_020_01_OBS_RATE;96.1;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_021_01_ADJ_RATE;0;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_021_01_DENOMINATOR;161;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_021_01_NUMERATOR;0;;07/01/2020;03/31/2021
42009;REGENCY HOSPITAL OF NORTHWEST ARKANSAS;609 WEST MAPLE AVENUE;;SPRINGDALE;AR;72764;Washington;6;L_021_01_OBS_RATE;0;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_CI_LOWER;0.905;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_CI_UPPER;2.84;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_DOPC_DAYS;4374;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_ELIGCASES;7.184;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_NUMERATOR;12;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_006_01_SIR;1.67;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_CI_LOWER;0.78;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_CI_UPPER;4.718;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_DOPC_DAYS;4136;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_ELIGCASES;2.349;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_NUMERATOR;5;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_007_01_SIR;2.129;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_009_02_DENOMINATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_009_02_NUMERATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_009_02_OBS_RATE;100;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_010_02_DENOMINATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_010_02_NUMERATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_010_02_OBS_RATE;100;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_011_04_ADJ_CHG_MOBL_SCORE;9.1;;04/01/2019;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_011_04_DENOMINATOR;69;;04/01/2019;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_011_04_OBS_CHG_MOBL_SCORE;9.5;;04/01/2019;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_012_01_DENOMINATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_012_01_NUMERATOR;0;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_012_01_OBS_RATE;0;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_CI_LOWER;Not Available;6;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_CI_UPPER;0.391;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_COMP_PERF;Better than the National Benchmark;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_DOPC_DAYS;9673;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_ELIGCASES;7.662;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_NUMERATOR;0;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_014_01_SIR;0;;01/01/2019;12/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_015_01_DENOMINATOR;132;;10/01/2018;03/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_015_01_NUMERATOR;119;;10/01/2018;03/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_015_01_OBS_RATE;90.2;;10/01/2018;03/31/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_OBS;14.07;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_OBS_READM;37;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_RSRR;15.22;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_RSRR_2_5;12.59;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_RSRR_97_5;18.54;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_017_01_PPR_PD_VOLUME;263;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_NUMBER;43;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_OBS_RATE;13.61;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_RS_RATE;17.33;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_RS_RATE_2_5;13.38;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_RS_RATE_97_5;22.34;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_018_02_DTC_VOLUME;316;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_019_01_MSPB_NUMB;227;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_019_01_MSPB_SCORE;0.97;;10/01/2017;09/30/2019
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_020_01_DENOMINATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_020_01_NUMERATOR;223;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_020_01_OBS_RATE;100;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_021_01_ADJ_RATE;2.8;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_021_01_DENOMINATOR;186;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_021_01_NUMERATOR;6;;07/01/2020;03/31/2021
42010;CORNERSTONE HOSPITAL LITTLE ROCK;2 ST VINCENT CIRCLE, 6TH FLOOR;;LITTLE ROCK;AR;72205;Pulaski;6;L_021_01_OBS_RATE;3.2;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_CI_LOWER;0.218;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_CI_UPPER;4.294;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_DOPC_DAYS;1331;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_ELIGCASES;1.539;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_NUMERATOR;2;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_006_01_SIR;1.3;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_CI_LOWER;Not Available;6;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_CI_UPPER;1.79;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_DOPC_DAYS;2273;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_ELIGCASES;1.674;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_NUMERATOR;0;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_007_01_SIR;0;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_009_02_DENOMINATOR;163;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_009_02_NUMERATOR;161;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_009_02_OBS_RATE;98.8;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_010_02_DENOMINATOR;163;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_010_02_NUMERATOR;162;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_010_02_OBS_RATE;99.4;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_011_04_ADJ_CHG_MOBL_SCORE;14.4;;04/01/2019;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_011_04_DENOMINATOR;21;;04/01/2019;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_011_04_OBS_CHG_MOBL_SCORE;13.5;;04/01/2019;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_012_01_DENOMINATOR;163;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_012_01_NUMERATOR;1;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_012_01_OBS_RATE;0.6;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_CI_LOWER;Not Available;6;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_CI_UPPER;1.392;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_COMP_PERF;No Different than the National Benchmark;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_DOPC_DAYS;3297;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_ELIGCASES;2.152;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_NUMERATOR;0;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_014_01_SIR;0;;01/01/2019;12/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_015_01_DENOMINATOR;87;;10/01/2018;03/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_015_01_NUMERATOR;77;;10/01/2018;03/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_015_01_OBS_RATE;88.5;;10/01/2018;03/31/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_OBS;14.39;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_OBS_READM;19;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_RSRR;15.94;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_RSRR_2_5;12.5;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_RSRR_97_5;20.29;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_017_01_PPR_PD_VOLUME;132;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_COMP_PERF;No Different than the National Rate;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_NUMBER;42;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_OBS_RATE;27.81;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_RS_RATE;22.04;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_RS_RATE_2_5;17;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_RS_RATE_97_5;27.61;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_018_02_DTC_VOLUME;151;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_019_01_MSPB_NUMB;128;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_019_01_MSPB_SCORE;0.94;;10/01/2017;09/30/2019
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_020_01_DENOMINATOR;163;;07/01/2020;03/31/2021
42011;ADVANCED CARE HOSPITAL WHITE COUNTY;1200 SOUTH MAIN STREET;;SEARCY;AR;72143;White;6;L_020_01_NUMERATOR;163;;07/01/2020;03/31/2021
